"row","col","corr"
"Clade Ia","X41648",-0.288345236717233
"Clade Ib","X41648",0.491564227005813
"Cm1-21","X41648",0.257571132592807
"Colwellia","X41648",0.371349658341689
"Crocinitomix","X41648",0.0992631869958088
"D_7__Chaetoceros","X41648",-0.0925292031118749
"Dokdonia","X41648",0.158783569440435
"Flavicella","X41648",0.00242091024884707
"Fluviicola","X41648",-0.222865693154194
"Formosa","X41648",-0.205717082604874
"Francisella","X41648",-0.199852653720872
"FS140-16B-02 marine group","X41648",0.488851267066702
"Halioglobus","X41648",0.115956517325763
"Halomonas","X41648",0.393463501751352
"Hellea","X41648",-0.171638514716733
"hydrothermal vent metagenome","X41648",0.434434820247258
"Idiomarina","X41648",0.149749384333518
"IS-44","X41648",-0.22921637747423
"JL-ETNP-F27","X41648",0.18246865501913
"Lentimonas","X41648",-0.140084131897721
"Lentisphaera","X41648",0.408708977703757
"Lewinella","X41648",-0.0178099177036002
"LS-NOB","X41648",0.0200532450615437
"Luminiphilus","X41648",-0.253624731596828
"Magnetospira","X41648",0.231020227974928
"Marinagarivorans","X41648",0.139142202130055
"marine metagenome","X41648",0.409029980470959
"Marinimicrobia bacterium SCGC AAA003-E22","X41648",0.528706592061627
"Marinimicrobia bacterium SCGC AAA160-I06","X41648",0.0072449464113254
"Marinobacter","X41648",0.206352477330347
"Marinoscillum","X41648",0.00882574345771165
"MB11C04 marine group","X41648",0.0313645587149474
"MD3-55","X41648",-0.194441983358151
"metagenome","X41648",0.0558638426718623
"Milano-WF1B-03","X41648",0.210590583893621
"MWH-UniP1 aquatic group","X41648",-0.155643913776763
"Nitrosomonas","X41648",-0.186786637564614
"Nitrospina","X41648",0.376173004306471
"NS10 marine group","X41648",0.00905620417459359
"NS2b marine group","X41648",0.0345393657235973
"NS4 marine group","X41648",-0.114125654557341
"NS5 marine group","X41648",-0.238805572714061
"Oleibacter","X41648",-0.127593948867649
"Oleiphilus","X41648",0.100445448371421
"Oleispira","X41648",0.136169980917408
"OM27 clade","X41648",0.131120392927648
"OM43 clade","X41648",-0.26847346679253
"OM60(NOR5) clade","X41648",-0.237265575636732
"OM75 clade","X41648",-0.257037394202291
"Pelagicoccus","X41648",-0.223989605791915
"Peredibacter","X41648",0.447438416568567
"Persicirhabdus","X41648",-0.103450982579081
"Planktomarina","X41648",-0.221942409876037
"Porticoccus","X41648",-0.220570426653444
"Prochlorococcus MIT9313","X41648",-0.134822908249652
"Pseudoalteromonas","X41648",0.284305781038193
"Pseudofulvibacter","X41648",0.614470520838689
"Pseudohongiella","X41648",-0.097430487049184
"Pseudomonas","X41648",0.567790086386688
"Psychromonas","X41648",0.624499993250631
"Reichenbachiella","X41648",0.428892166852628
"Rhodobacteraceae bacterium REDSEA-S29_B10","X41648",-0.155783489286812
"Rhodopirellula","X41648",0.352882827609977
"Roseibacillus","X41648",-0.0941810956615942
"Roseobacter clade NAC11-7 lineage","X41648",-0.128468634827104
"Rubripirellula","X41648",0.201389140421317
"Ruegeria","X41648",-0.0174711417466409
"Saprospira","X41648",0.00669463697911223
"SAR116 cluster bacterium REDSEA-S10_B10N8","X41648",-0.190588575693532
"SAR202 cluster bacterium SCGC AAA240-N13","X41648",0.357119214189373
"SAR86 cluster bacterium REDSEA-S09_B4","X41648",0.532689096904545
"SAR92 clade","X41648",-0.104161860320492
"SCGC AAA164-E04","X41648",-0.183996365220064
"seawater metagenome","X41648",-0.192109886211028
"Shewanella","X41648",0.250186886756775
"Sinobacterium","X41648",-0.0252601747982482
"Sulfitobacter","X41648",-0.117350049340856
"SUP05 cluster","X41648",0.188036655303179
"Sva0996 marine group","X41648",0.510224541750862
"Synechococcus CC9902","X41648",-0.102618826801571
"Thalassotalea","X41648",0.0254001911835062
"Ulvibacter","X41648",-0.122560561509376
"A714019","X21240",0.466471197474684
"Aliiglaciecola","X21240",0.214078868138767
"Alteromonas","X21240",0.151805787542434
"Alteromonas macleodii","X21240",0.137600799264334
"Amphritea","X21240",-0.0207880827705519
"Amylibacter","X21240",-0.146395285200044
"Ascidiaceihabitans","X21240",0.18537228779918
"AT-s3-44","X21240",0.128295270467191
"Aureispira","X21240",0.27974753386372
"BD1-7 clade","X21240",-0.00765720938075355
"Blastopirellula","X21240",0.216397493784991
"Candidatus Actinomarina","X21240",-0.0641368885323536
"Candidatus Endoecteinascidia","X21240",0.194869371315596
"Candidatus Nitrosopelagicus","X21240",0.289642918022848
"Candidatus Nitrosopumilus","X21240",0.459788025679823
"Candidatus Puniceispirillum","X21240",-0.0573757666903255
"Catenovulum","X21240",0.45254980754096
"CL500-3","X21240",0.237441001366746
"Clade Ia","X21240",-0.0921811838423
"Clade Ib","X21240",0.157729004012997
"Cm1-21","X21240",0.259333107637904
"Colwellia","X21240",0.291021878482497
"Crocinitomix","X21240",0.373367368315026
"D_7__Chaetoceros","X21240",-0.107761734262452
"Dokdonia","X21240",0.124337818539685
"Flavicella","X21240",0.312508859573169
"Fluviicola","X21240",-0.0432505021658949
"Formosa","X21240",-0.275940776249667
"Francisella","X21240",-0.0478477819694866
"FS140-16B-02 marine group","X21240",0.293475344707196
"Halioglobus","X21240",0.302881150439528
"Halomonas","X21240",0.0911359582015499
"Hellea","X21240",-0.2184704251458
"hydrothermal vent metagenome","X21240",0.369275484546029
"Idiomarina","X21240",-0.000966571713974535
"IS-44","X21240",-0.0381930125975128
"JL-ETNP-F27","X21240",0.388722737820126
"Lentimonas","X21240",0.0433084317521187
"Lentisphaera","X21240",0.431361933480948
"Lewinella","X21240",-0.0664644364680365
"LS-NOB","X21240",0.539546458863271
"Luminiphilus","X21240",-0.0234710569987662
"Magnetospira","X21240",0.16094432579828
"Marinagarivorans","X21240",0.446486517233082
"marine metagenome","X21240",0.324122438606209
"Marinimicrobia bacterium SCGC AAA003-E22","X21240",0.0991296710440357
"Marinimicrobia bacterium SCGC AAA160-I06","X21240",0.447011332009019
"Marinobacter","X21240",0.0561673088134641
"Marinoscillum","X21240",0.378450450415911
"MB11C04 marine group","X21240",0.227716385318137
"MD3-55","X21240",0.0246274917564574
"metagenome","X21240",0.455698827299513
"Milano-WF1B-03","X21240",0.148745634675565
"MWH-UniP1 aquatic group","X21240",-0.0471202148549011
"Nitrosomonas","X21240",0.2589418994317
"Nitrospina","X21240",0.439078785868085
"NS10 marine group","X21240",-0.0414810344944589
"NS2b marine group","X21240",0.201998031098654
"NS4 marine group","X21240",0.171645212386587
"NS5 marine group","X21240",0.168402943678074
"Oleibacter","X21240",0.170317612513332
"Oleiphilus","X21240",0.210024509346165
"Oleispira","X21240",0.195524251813011
"OM27 clade","X21240",0.384175977720641
"OM43 clade","X21240",-0.0794061756924426
"OM60(NOR5) clade","X21240",-0.100056533596142
"OM75 clade","X21240",0.176929859249207
"Pelagicoccus","X21240",0.0519734250848861
"Peredibacter","X21240",0.325479096923736
"Persicirhabdus","X21240",0.0802242565100607
"Planktomarina","X21240",-0.211689248201841
"Porticoccus","X21240",-0.156359595781866
"Prochlorococcus MIT9313","X21240",-0.0237353180714051
"Pseudoalteromonas","X21240",0.385103964298884
"Pseudofulvibacter","X21240",0.180085074959996
"Pseudohongiella","X21240",0.0296028885549872
"Pseudomonas","X21240",0.167391703916066
"Psychromonas","X21240",0.142617722172744
"Reichenbachiella","X21240",0.329225991616325
"Rhodobacteraceae bacterium REDSEA-S29_B10","X21240",-0.123410324452672
"Rhodopirellula","X21240",0.378455150140005
"Roseibacillus","X21240",0.0108635113973361
"Roseobacter clade NAC11-7 lineage","X21240",0.395412286506605
"Rubripirellula","X21240",0.317672373828074
"Ruegeria","X21240",0.11048774415897
"Saprospira","X21240",0.0504681292574732
"SAR116 cluster bacterium REDSEA-S10_B10N8","X21240",-0.101622373176227
"SAR202 cluster bacterium SCGC AAA240-N13","X21240",-0.0095446756128541
"SAR86 cluster bacterium REDSEA-S09_B4","X21240",0.177665670435734
"SAR92 clade","X21240",0.050266231386609
"SCGC AAA164-E04","X21240",0.221487818825801
"seawater metagenome","X21240",-0.0460920050428749
"Shewanella","X21240",0.218738478866728
"Sinobacterium","X21240",0.217745648648442
"Sulfitobacter","X21240",-0.109268215518558
"SUP05 cluster","X21240",0.35884143578959
"Sva0996 marine group","X21240",0.360519013596225
"Synechococcus CC9902","X21240",0.0990904524633485
"Thalassotalea","X21240",0.318061555074636
"Ulvibacter","X21240",-0.169580430218724
"A714019","X37716",-0.398752002574413
"Aliiglaciecola","X37716",-0.269224490021283
"Alteromonas","X37716",-0.369618961163876
"Alteromonas macleodii","X37716",-0.346108246518597
"Amphritea","X37716",-0.111253188562966
"Amylibacter","X37716",0.0220304819928901
"Ascidiaceihabitans","X37716",-0.219074883044833
"AT-s3-44","X37716",-0.37333027359658
"Aureispira","X37716",-0.427126756467288
"BD1-7 clade","X37716",-0.269700983875601
"Blastopirellula","X37716",-0.263999941249196
"Candidatus Actinomarina","X37716",-0.0615660469811882
"Candidatus Endoecteinascidia","X37716",-0.373698844578798
"Candidatus Nitrosopelagicus","X37716",-0.420759125253024
"Candidatus Nitrosopumilus","X37716",-0.38282430602645
"Candidatus Puniceispirillum","X37716",-0.0944213348012534
"Catenovulum","X37716",-0.364366596850247
"CL500-3","X37716",-0.282533841683643
"Clade Ia","X37716",-0.0669177428597294
"Clade Ib","X37716",-0.445148840720926
"Cm1-21","X37716",-0.296714851624142
"Colwellia","X37716",-0.389362337694869
"Crocinitomix","X37716",-0.385229342685345
"D_7__Chaetoceros","X37716",0.0382592159934699
"Dokdonia","X37716",-0.240617412644332
"Flavicella","X37716",-0.301731255005658
"Fluviicola","X37716",0.0645391649123802
"Formosa","X37716",0.253030617488788
"Francisella","X37716",-0.0109619541954457
"FS140-16B-02 marine group","X37716",-0.408174372843213
"Halioglobus","X37716",-0.216891325077218
"Halomonas","X37716",-0.350363695410129
"Hellea","X37716",0.135295640456975
"hydrothermal vent metagenome","X37716",-0.478815719174838
"Idiomarina","X37716",-0.332834805679479
"IS-44","X37716",-0.0619613667560045
"JL-ETNP-F27","X37716",-0.380744222137523
"Lentimonas","X37716",-0.127778268844583
"Lentisphaera","X37716",-0.49453995014508
"Lewinella","X37716",-0.0934336271863185
"LS-NOB","X37716",-0.389284421440934
"Luminiphilus","X37716",-0.118905198391297
"Magnetospira","X37716",-0.371360584133921
"Marinagarivorans","X37716",-0.320174689764419
"marine metagenome","X37716",-0.526283316419885
"Marinimicrobia bacterium SCGC AAA003-E22","X37716",-0.364838669846266
"Marinimicrobia bacterium SCGC AAA160-I06","X37716",-0.414373488186911
"Marinobacter","X37716",-0.322578282154516
"Marinoscillum","X37716",-0.530923375307505
"MB11C04 marine group","X37716",-0.386773024391716
"MD3-55","X37716",-0.117940063334119
"metagenome","X37716",-0.502010971407629
"Milano-WF1B-03","X37716",-0.211467880876487
"MWH-UniP1 aquatic group","X37716",-0.00807853532856338
"Nitrosomonas","X37716",-0.235600273088782
"Nitrospina","X37716",-0.472930159097139
"NS10 marine group","X37716",0.357448529653441
"NS2b marine group","X37716",-0.36249378686093
"NS4 marine group","X37716",-0.36906426593987
"NS5 marine group","X37716",-0.360332345905848
"Oleibacter","X37716",-0.244800965657414
"Oleiphilus","X37716",-0.233687701948815
"Oleispira","X37716",-0.211404146711597
"OM27 clade","X37716",-0.39694078939358
"OM43 clade","X37716",-0.162999040554852
"OM60(NOR5) clade","X37716",-0.0880928121652471
"OM75 clade","X37716",-0.220364333505772
"Pelagicoccus","X37716",-0.102486232884307
"Peredibacter","X37716",-0.332843375289305
"Persicirhabdus","X37716",-0.226004583564416
"Planktomarina","X37716",0.184766901178191
"Porticoccus","X37716",0.00780071368887571
"Prochlorococcus MIT9313","X37716",-0.0143567620796733
"Pseudoalteromonas","X37716",-0.475688600009829
"Pseudofulvibacter","X37716",-0.358662908805635
"Pseudohongiella","X37716",-0.23493125365803
"Pseudomonas","X37716",-0.297941109305389
"Psychromonas","X37716",-0.268092932960162
"Reichenbachiella","X37716",-0.276695674781709
"Rhodobacteraceae bacterium REDSEA-S29_B10","X37716",0.0267636825636848
"Rhodopirellula","X37716",-0.396057344760484
"Roseibacillus","X37716",-0.231264874847645
"Roseobacter clade NAC11-7 lineage","X37716",-0.33487077590668
"Rubripirellula","X37716",-0.305853800167122
"Ruegeria","X37716",-0.156298701521722
"Saprospira","X37716",-0.0977066438379751
"SAR116 cluster bacterium REDSEA-S10_B10N8","X37716",3.73420367180495e-05
"SAR202 cluster bacterium SCGC AAA240-N13","X37716",-0.323298335937553
"SAR86 cluster bacterium REDSEA-S09_B4","X37716",-0.366109454468751
"SAR92 clade","X37716",-0.2238748266281
"SCGC AAA164-E04","X37716",-0.248418988752096
"seawater metagenome","X37716",-0.123506246610364
"Shewanella","X37716",-0.341774095701418
"Sinobacterium","X37716",-0.179590821435134
"Sulfitobacter","X37716",-0.0739031951340773
"SUP05 cluster","X37716",-0.442029215852938
"Sva0996 marine group","X37716",-0.464221888016591
"Synechococcus CC9902","X37716",-0.283910923699919
"Thalassotalea","X37716",-0.330592285861985
"Ulvibacter","X37716",0.184531990543027
"A714019","X15251",0.0809457888497356
"Aliiglaciecola","X15251",0.116959272680177
"Alteromonas","X15251",0.338959310371487
"Alteromonas macleodii","X15251",0.0609710142801048
"Amphritea","X15251",-0.0453375360086143
"Amylibacter","X15251",-0.212489482093807
"Ascidiaceihabitans","X15251",-0.13064585018427
"AT-s3-44","X15251",0.423620631374176
"Aureispira","X15251",0.495788591092143
"BD1-7 clade","X15251",-0.00467836604766355
"Blastopirellula","X15251",0.0215733618141446
"Candidatus Actinomarina","X15251",-0.220233074801862
"Candidatus Endoecteinascidia","X15251",0.460789418864676
"Candidatus Nitrosopelagicus","X15251",0.448117541360743
"Candidatus Nitrosopumilus","X15251",0.059089030622807
"Candidatus Puniceispirillum","X15251",-0.217844711377533
"Catenovulum","X15251",0.0998602168451207
"CL500-3","X15251",0.138295585042962
"Clade Ia","X15251",-0.136104460078445
"Clade Ib","X15251",0.485166040835753
"Cm1-21","X15251",0.0567980093041493
"Colwellia","X15251",0.108185318704509
"Crocinitomix","X15251",0.203812191706788
"D_7__Chaetoceros","X15251",-0.0439339616213347
"Dokdonia","X15251",0.30489797222167
"Flavicella","X15251",0.272449096716059
"Fluviicola","X15251",-0.293694602244203
"Formosa","X15251",-0.20764962892879
"Francisella","X15251",-0.0445839774943171
"FS140-16B-02 marine group","X15251",0.297547879526043
"Halioglobus","X15251",0.063582807305987
"Halomonas","X15251",0.14116260118562
"Hellea","X15251",-0.171687376086449
"hydrothermal vent metagenome","X15251",0.173205521781752
"Idiomarina","X15251",0.0573888905742817
"IS-44","X15251",-0.157914441315702
"JL-ETNP-F27","X15251",0.191312394875044
"Lentimonas","X15251",-0.165918625165108
"Lentisphaera","X15251",0.142105055679345
"Lewinella","X15251",0.0250101116687504
"LS-NOB","X15251",0.106386970028445
"Luminiphilus","X15251",-0.16401277473328
"Magnetospira","X15251",0.449554814058157
"Marinagarivorans","X15251",0.142081550332466
"marine metagenome","X15251",0.29771646460567
"Marinimicrobia bacterium SCGC AAA003-E22","X15251",0.318311158609845
"Marinimicrobia bacterium SCGC AAA160-I06","X15251",0.14155070259451
"Marinobacter","X15251",0.346214001565045
"Marinoscillum","X15251",0.118033219686278
"MB11C04 marine group","X15251",-0.0471505448159995
"MD3-55","X15251",-0.0190620149708442
"metagenome","X15251",0.254020591120495
"Milano-WF1B-03","X15251",-0.0211688237365627
"MWH-UniP1 aquatic group","X15251",-0.123332394882465
"Nitrosomonas","X15251",0.0416094103593889
"Nitrospina","X15251",0.196682767743963
"NS10 marine group","X15251",-0.026591449519787
"NS2b marine group","X15251",0.0314947641829476
"NS4 marine group","X15251",-0.0123223465252389
"NS5 marine group","X15251",-0.091621772764779
"Oleibacter","X15251",0.0807393062000634
"Oleiphilus","X15251",0.084750414948785
"Oleispira","X15251",0.0872655466323175
"OM27 clade","X15251",0.0675220905708085
"OM43 clade","X15251",-0.210326387242197
"OM60(NOR5) clade","X15251",-0.19495984433061
"OM75 clade","X15251",0.109623759045041
"Pelagicoccus","X15251",-0.0681999151452816
"Peredibacter","X15251",0.109240832194572
"Persicirhabdus","X15251",-0.120040052786822
"Planktomarina","X15251",-0.291050181360815
"Porticoccus","X15251",-0.143908048429197
"Prochlorococcus MIT9313","X15251",-0.0452125980235608
"Pseudoalteromonas","X15251",0.328523741316228
"Pseudofulvibacter","X15251",0.0513419747843656
"Pseudohongiella","X15251",-0.145370500780602
"Pseudomonas","X15251",-0.093585901421244
"Psychromonas","X15251",-0.0393292601569455
"Reichenbachiella","X15251",0.131280405312808
"Rhodobacteraceae bacterium REDSEA-S29_B10","X15251",-0.0873592302857165
"Rhodopirellula","X15251",0.114448317226982
"Roseibacillus","X15251",-0.00983990359442733
"Roseobacter clade NAC11-7 lineage","X15251",0.0851969926081492
"Rubripirellula","X15251",0.00911971303910568
"Ruegeria","X15251",0.000475019722256825
"Saprospira","X15251",0.102303521515258
"SAR116 cluster bacterium REDSEA-S10_B10N8","X15251",-0.126438273138488
"SAR202 cluster bacterium SCGC AAA240-N13","X15251",0.372985875627289
"SAR86 cluster bacterium REDSEA-S09_B4","X15251",0.212513604465398
"SAR92 clade","X15251",-0.207853073082648
"SCGC AAA164-E04","X15251",0.0299511872597505
"seawater metagenome","X15251",-0.165227731922795
"Shewanella","X15251",0.107423934670694
"Sinobacterium","X15251",-0.136139937747744
"Sulfitobacter","X15251",-0.125139430318171
"SUP05 cluster","X15251",0.0118747869903049
"Sva0996 marine group","X15251",0.190525928596489
"Synechococcus CC9902","X15251",0.0378649898890758
"Thalassotalea","X15251",0.0520662190612839
"Ulvibacter","X15251",-0.161091892409623
"A714019","X14179",0.397634892889823
"Aliiglaciecola","X14179",0.25938191517067
"Alteromonas","X14179",0.562506849008183
"Alteromonas macleodii","X14179",0.284154352321866
"Amphritea","X14179",-0.00294817681996278
"Amylibacter","X14179",-0.362719798415326
"Ascidiaceihabitans","X14179",-0.00965228063278979
"AT-s3-44","X14179",0.565618058266494
"Aureispira","X14179",0.598989402163272
"BD1-7 clade","X14179",-0.0120564937862431
"Blastopirellula","X14179",0.170380040599031
"Candidatus Actinomarina","X14179",-0.217727678140844
"Candidatus Endoecteinascidia","X14179",0.591796453763114
"Candidatus Nitrosopelagicus","X14179",0.668622471265474
"Candidatus Nitrosopumilus","X14179",0.321539832122103
"Candidatus Puniceispirillum","X14179",-0.203058390201336
"Catenovulum","X14179",0.479976467624388
"CL500-3","X14179",0.0932918328548556
"Clade Ia","X14179",-0.189691325706191
"Clade Ib","X14179",0.577114877177996
"Cm1-21","X14179",0.248413424077085
"Colwellia","X14179",0.577698557773855
"Crocinitomix","X14179",0.40741607044377
"D_7__Chaetoceros","X14179",-0.213963207375524
"Dokdonia","X14179",0.537520345533028
"Flavicella","X14179",0.35111449870355
"Fluviicola","X14179",-0.386142190887069
"Formosa","X14179",-0.411045927862781
"Francisella","X14179",-0.160127964407736
"FS140-16B-02 marine group","X14179",0.422708112009305
"Halioglobus","X14179",0.336293087209218
"Halomonas","X14179",0.2621806625936
"Hellea","X14179",-0.377508572265317
"hydrothermal vent metagenome","X14179",0.457432486492786
"Idiomarina","X14179",0.13022464600604
"IS-44","X14179",-0.150290086601636
"JL-ETNP-F27","X14179",0.46883409451369
"Lentimonas","X14179",-0.027385900883235
"Lentisphaera","X14179",0.49899879655771
"Lewinella","X14179",-0.13904529596667
"LS-NOB","X14179",0.452541261602897
"Luminiphilus","X14179",-0.115504331552069
"Magnetospira","X14179",0.660671360225569
"Marinagarivorans","X14179",0.447820494739531
"marine metagenome","X14179",0.601429642235372
"Marinimicrobia bacterium SCGC AAA003-E22","X14179",0.46307924460749
"Marinimicrobia bacterium SCGC AAA160-I06","X14179",0.424304909849147
"Marinobacter","X14179",0.6162114742805
"Marinoscillum","X14179",0.320222888643031
"MB11C04 marine group","X14179",0.0380571621411565
"MD3-55","X14179",0.0561834143294724
"metagenome","X14179",0.509324918440269
"Milano-WF1B-03","X14179",0.0336324559662495
"MWH-UniP1 aquatic group","X14179",-0.153569951020146
"Nitrosomonas","X14179",0.238256533283224
"Nitrospina","X14179",0.517473779337343
"NS10 marine group","X14179",-0.0862753638676086
"NS2b marine group","X14179",0.222511655676521
"NS4 marine group","X14179",0.0916562980560183
"NS5 marine group","X14179",0.0711184932221581
"Oleibacter","X14179",0.368623132008973
"Oleiphilus","X14179",-0.0393437896554956
"Oleispira","X14179",0.497307449939026
"OM27 clade","X14179",0.344571164120966
"OM43 clade","X14179",-0.218748813359977
"OM60(NOR5) clade","X14179",-0.245925305600264
"OM75 clade","X14179",0.190800832293309
"Pelagicoccus","X14179",-0.0646640631936058
"Peredibacter","X14179",0.154852063818739
"Persicirhabdus","X14179",0.00494413960690067
"Planktomarina","X14179",-0.405105666091672
"Porticoccus","X14179",-0.166928379111497
"Prochlorococcus MIT9313","X14179",-0.0987172054543882
"Pseudoalteromonas","X14179",0.48477174009328
"Pseudofulvibacter","X14179",0.147956908142753
"Pseudohongiella","X14179",-0.0575295503742371
"Pseudomonas","X14179",0.0849402432891011
"Psychromonas","X14179",0.29016676532152
"Reichenbachiella","X14179",0.391137567928595
"Rhodobacteraceae bacterium REDSEA-S29_B10","X14179",-0.134442325551215
"Rhodopirellula","X14179",0.319362469683509
"Roseibacillus","X14179",0.037269384629672
"Roseobacter clade NAC11-7 lineage","X14179",0.358194558233998
"Rubripirellula","X14179",0.163130717582916
"Ruegeria","X14179",-0.119668871876405
"Saprospira","X14179",-0.125560129599278
"SAR116 cluster bacterium REDSEA-S10_B10N8","X14179",-0.162912431528116
"SAR202 cluster bacterium SCGC AAA240-N13","X14179",0.346505185075559
"SAR86 cluster bacterium REDSEA-S09_B4","X14179",0.291114215848415
"SAR92 clade","X14179",-0.176395691029648
"SCGC AAA164-E04","X14179",0.175669089542161
"seawater metagenome","X14179",-0.109846831038776
"Shewanella","X14179",0.337561901663247
"Sinobacterium","X14179",-0.0221246936951604
"Sulfitobacter","X14179",-0.256088466863445
"SUP05 cluster","X14179",0.284478649782348
"Sva0996 marine group","X14179",0.498560110927169
"Synechococcus CC9902","X14179",0.10202381401344
"Thalassotalea","X14179",0.33399351044104
"Ulvibacter","X14179",-0.345976335529591
"A714019","X13440",0.140359247797628
"Aliiglaciecola","X13440",0.520175799749682
"Alteromonas","X13440",0.0556225693529252
"Alteromonas macleodii","X13440",-0.0513267799035685
"Amphritea","X13440",0.105741944209045
"Amylibacter","X13440",0.0104352174995754
"Ascidiaceihabitans","X13440",0.255403826943324
"AT-s3-44","X13440",-0.0956948124724066
"Aureispira","X13440",0.31572903895782
"BD1-7 clade","X13440",-0.0136198163362968
"Blastopirellula","X13440",0.0252609236820741
"Candidatus Actinomarina","X13440",0.322645258997823
"Candidatus Endoecteinascidia","X13440",-0.0598542657940651
"Candidatus Nitrosopelagicus","X13440",-0.026574367128974
"Candidatus Nitrosopumilus","X13440",0.140472676896602
"Candidatus Puniceispirillum","X13440",0.318591867669
"Catenovulum","X13440",0.161291424800755
"CL500-3","X13440",-0.0557058636932523
"Clade Ia","X13440",0.360847944813007
"Clade Ib","X13440",0.0693601975909632
"Cm1-21","X13440",0.0583743501345299
"Colwellia","X13440",0.175154739158121
"Crocinitomix","X13440",0.228259796340594
"D_7__Chaetoceros","X13440",-0.135661212609882
"Dokdonia","X13440",0.128276593602673
"Flavicella","X13440",0.466193214174758
"Fluviicola","X13440",0.113975120256373
"Formosa","X13440",-0.0279776279339964
"Francisella","X13440",0.133201856979446
"FS140-16B-02 marine group","X13440",-0.0889631739844656
"Halioglobus","X13440",0.137566362819451
"Halomonas","X13440",0.0676019705830557
"Hellea","X13440",-0.132521836585441
"hydrothermal vent metagenome","X13440",0.068501218938003
"Idiomarina","X13440",-0.0425419756215211
"IS-44","X13440",0.0045740325493453
"JL-ETNP-F27","X13440",0.122587907653444
"Lentimonas","X13440",0.121164528708086
"Lentisphaera","X13440",0.17345478719976
"Lewinella","X13440",0.0209570036717056
"LS-NOB","X13440",0.245167642810767
"Luminiphilus","X13440",0.15324910342797
"Magnetospira","X13440",-0.033587977679359
"Marinagarivorans","X13440",0.25377879036285
"marine metagenome","X13440",0.104008841471885
"Marinimicrobia bacterium SCGC AAA003-E22","X13440",-0.0468127908856722
"Marinimicrobia bacterium SCGC AAA160-I06","X13440",0.348185955496655
"Marinobacter","X13440",0.0289851678402376
"Marinoscillum","X13440",0.315852979014772
"MB11C04 marine group","X13440",-0.0152026040460613
"MD3-55","X13440",0.174460470249535
"metagenome","X13440",0.391198783426055
"Milano-WF1B-03","X13440",-0.0295985038085601
"MWH-UniP1 aquatic group","X13440",0.276911714039915
"Nitrosomonas","X13440",0.123710380807987
"Nitrospina","X13440",0.0390189216820539
"NS10 marine group","X13440",-0.0909859896590492
"NS2b marine group","X13440",0.317471495638794
"NS4 marine group","X13440",0.224556897687624
"NS5 marine group","X13440",0.416586686770459
"Oleibacter","X13440",0.200674928136248
"Oleiphilus","X13440",-0.0912035011362498
"Oleispira","X13440",0.0834479965601425
"OM27 clade","X13440",0.0204314638458603
"OM43 clade","X13440",0.324954522646405
"OM60(NOR5) clade","X13440",0.130890831288679
"OM75 clade","X13440",0.393605563769649
"Pelagicoccus","X13440",0.284957700459398
"Peredibacter","X13440",-0.0925115634202308
"Persicirhabdus","X13440",0.136622558187971
"Planktomarina","X13440",-0.0208213338662053
"Porticoccus","X13440",-0.0166901849033269
"Prochlorococcus MIT9313","X13440",0.281272660596626
"Pseudoalteromonas","X13440",0.168434073054917
"Pseudofulvibacter","X13440",0.0238898754221803
"Pseudohongiella","X13440",0.136799524926708
"Pseudomonas","X13440",-0.0149829292994124
"Psychromonas","X13440",0.020076890880659
"Reichenbachiella","X13440",0.152656094006557
"Rhodobacteraceae bacterium REDSEA-S29_B10","X13440",0.137752311881385
"Rhodopirellula","X13440",-0.00506548329879646
"Roseibacillus","X13440",0.0785228776590215
"Roseobacter clade NAC11-7 lineage","X13440",0.276102552577251
"Rubripirellula","X13440",-0.0173258855718858
"Ruegeria","X13440",-0.0415716249785026
"Saprospira","X13440",0.00824042002703959
"SAR116 cluster bacterium REDSEA-S10_B10N8","X13440",0.221057488632169
"SAR202 cluster bacterium SCGC AAA240-N13","X13440",-0.0842112828583065
"SAR86 cluster bacterium REDSEA-S09_B4","X13440",-0.110101271907447
"SAR92 clade","X13440",0.13098860600272
"SCGC AAA164-E04","X13440",0.104017502916458
"seawater metagenome","X13440",0.313123491186548
"Shewanella","X13440",0.192565564394423
"Sinobacterium","X13440",-0.03405586724047
"Sulfitobacter","X13440",0.0689787743547861
"SUP05 cluster","X13440",0.0664944791798392
"Sva0996 marine group","X13440",-8.75840902672281e-05
"Synechococcus CC9902","X13440",0.335786597570836
"Thalassotalea","X13440",0.229894161222801
"Ulvibacter","X13440",-0.118361458830309
"A714019","X16067",-0.18441291188423
"Aliiglaciecola","X16067",-0.0197804777270878
"Alteromonas","X16067",-0.175494272841046
"Alteromonas macleodii","X16067",0.00756513112283004
"Amphritea","X16067",0.242407368068663
"Amylibacter","X16067",0.0977555979336474
"Ascidiaceihabitans","X16067",-0.0429545014670265
"AT-s3-44","X16067",-0.129791301224357
"Aureispira","X16067",-0.134836030364428
"BD1-7 clade","X16067",0.209187914738384
"Blastopirellula","X16067",-0.166728746476374
"Candidatus Actinomarina","X16067",0.0632514626216056
"Candidatus Endoecteinascidia","X16067",-0.179027596145082
"Candidatus Nitrosopelagicus","X16067",-0.202422620431736
"Candidatus Nitrosopumilus","X16067",-0.201987609532951
"Candidatus Puniceispirillum","X16067",0.104247850845951
"Catenovulum","X16067",-0.0601889457597621
"CL500-3","X16067",-0.103037284907978
"Clade Ia","X16067",0.095115491556266
"Clade Ib","X16067",-0.116130744341141
"Cm1-21","X16067",-0.152207664637718
